NO_BKT,antecedent,consequent,current_basket_size,hour_of_day,day_of_week,is_weekend,rule_confidence,rule_lift,antecedent_rate,interest_lift,y
030119143,002481,035968,12.0,17.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010119072,002481,035968,24.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070120025,002481,035968,42.0,9.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070120066,002481,035968,5.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030120171,002481,035968,3.0,17.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070120226,002481,035968,6.0,18.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070120231,002481,035968,24.0,19.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070121058,002481,035968,8.0,10.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070121089,002481,035968,18.0,11.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
070121188,002481,035968,10.0,15.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070121193,002481,035968,12.0,15.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010121051,002481,035968,19.0,20.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
010121067,002481,035968,13.0,21.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070122015,002481,035968,17.0,8.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122023,002481,035968,5.0,9.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122026,002481,035968,26.0,9.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122030,002481,035968,6.0,9.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070122035,002481,035968,8.0,9.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122043,002481,035968,23.0,9.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070122052,002481,035968,16.0,10.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122101,002481,035968,14.0,12.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070122123,002481,035968,18.0,12.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122107,002481,035968,6.0,12.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070122228,002481,035968,16.0,17.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010122156,002481,035968,3.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122214,002481,035968,10.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070122325,002481,035968,7.0,20.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030122253,002481,035968,7.0,21.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030123010,002481,035968,5.0,8.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070123120,002481,035968,2.0,14.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030123123,002481,035968,27.0,14.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030123130,002481,035968,21.0,15.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030123168,002481,035968,20.0,18.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070123204,002481,035968,8.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030123205,002481,035968,6.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030124119,002481,035968,6.0,14.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030124130,002481,035968,31.0,15.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030124228,002481,035968,17.0,19.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010124088,002481,035968,12.0,21.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030125006,002481,035968,10.0,8.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030125007,002481,035968,6.0,8.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030125012,002481,035968,3.0,8.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030125082,002481,035968,13.0,11.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070125133,002481,035968,26.0,14.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030125156,002481,035968,16.0,15.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070125187,002481,035968,12.0,16.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010125002,002481,035968,25.0,17.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010125034,002481,035968,16.0,17.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010125101,002481,035968,8.0,20.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030125245,002481,035968,19.0,20.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030126022,002481,035968,5.0,9.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070126038,002481,035968,5.0,9.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030126105,002481,035968,6.0,14.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030126152,002481,035968,10.0,17.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030126165,002481,035968,13.0,18.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070126207,002481,035968,16.0,18.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070126213,002481,035968,12.0,18.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030126198,002481,035968,6.0,19.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030126205,002481,035968,18.0,19.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010126064,002481,035968,15.0,19.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030126227,002481,035968,3.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010126087,002481,035968,3.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070126276,002481,035968,13.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030126258,002481,035968,5.0,21.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010126102,002481,035968,10.0,21.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030127063,002481,035968,4.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070127096,002481,035968,20.0,12.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030127092,002481,035968,5.0,12.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030127188,002481,035968,5.0,16.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010127030,002481,035968,4.0,18.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070127229,002481,035968,24.0,18.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070128085,002481,035968,16.0,11.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
070128126,002481,035968,27.0,15.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070128171,002481,035968,19.0,18.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070128181,002481,035968,13.0,18.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030128217,002481,035968,21.0,18.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070128209,002481,035968,12.0,19.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030128259,002481,035968,16.0,20.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010128135,002481,035968,18.0,21.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070129034,002481,035968,6.0,10.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070129043,002481,035968,1.0,10.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030129046,002481,035968,35.0,10.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030129082,002481,035968,12.0,14.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070129156,002481,035968,14.0,14.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010129140,002481,035968,6.0,15.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030129119,002481,035968,7.0,15.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030129128,002481,035968,11.0,16.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030129167,002481,035968,24.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010129192,002481,035968,6.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030129174,002481,035968,7.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070129260,002481,035968,13.0,20.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070129278,002481,035968,16.0,20.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030129205,002481,035968,8.0,20.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
030129215,002481,035968,7.0,21.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030130054,002481,035968,15.0,10.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070130065,002481,035968,4.0,10.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030130092,002481,035968,3.0,12.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030130135,002481,035968,10.0,14.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030130210,002481,035968,3.0,18.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030130217,002481,035968,27.0,18.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030130271,002481,035968,17.0,19.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070130291,002481,035968,27.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030131026,002481,035968,12.0,9.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070131039,002481,035968,13.0,9.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070131051,002481,035968,4.0,10.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070131059,002481,035968,20.0,10.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070131083,002481,035968,9.0,12.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030131090,002481,035968,8.0,13.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030131104,002481,035968,16.0,17.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030131144,002481,035968,5.0,16.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030131209,002481,035968,12.0,19.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030131238,002481,035968,10.0,19.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030131242,002481,035968,30.0,19.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070131285,002481,035968,8.0,20.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070131306,002481,035968,18.0,20.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070201089,002481,035968,13.0,10.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030201106,002481,035968,3.0,12.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030201134,002481,035968,3.0,13.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030201209,002481,035968,13.0,18.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070201228,002481,035968,3.0,18.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070201236,002481,035968,27.0,19.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070201241,002481,035968,9.0,19.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030201237,002481,035968,23.0,20.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070201310,002481,035968,20.0,21.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070201155,002481,035968,7.0,12.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070202007,002481,035968,7.0,8.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030202017,002481,035968,25.0,9.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202036,002481,035968,21.0,9.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202078,002481,035968,8.0,10.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010202075,002481,035968,18.0,13.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202174,002481,035968,3.0,14.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202186,002481,035968,8.0,14.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202215,002481,035968,10.0,16.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010202125,002481,035968,14.0,16.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010202133,002481,035968,6.0,16.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202231,002481,035968,16.0,16.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202245,002481,035968,24.0,17.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030202181,002481,035968,12.0,17.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030202183,002481,035968,9.0,17.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202295,002481,035968,11.0,19.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010202312,002481,035968,14.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030202318,002481,035968,11.0,21.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070202383,002481,035968,10.0,21.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010203079,002481,035968,13.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010203094,002481,035968,47.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030203002,002481,035968,3.0,13.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070203152,002481,035968,12.0,14.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070203198,002481,035968,7.0,18.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030203085,002481,035968,13.0,20.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030203093,002481,035968,31.0,20.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030204002,002481,035968,6.0,8.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
030204021,002481,035968,15.0,9.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
070204040,002481,035968,14.0,10.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030204031,002481,035968,1.0,11.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010204087,002481,035968,11.0,12.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030204100,002481,035968,37.0,15.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070204215,002481,035968,10.0,17.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010204237,002481,035968,16.0,19.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030204213,002481,035968,12.0,19.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
010204276,002481,035968,38.0,20.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070204337,002481,035968,6.0,20.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030204295,002481,035968,17.0,21.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070204370,002481,035968,5.0,22.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070205062,002481,035968,6.0,10.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030205068,002481,035968,10.0,11.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030205117,002481,035968,6.0,13.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010205069,002481,035968,9.0,16.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070205218,002481,035968,7.0,17.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010205142,002481,035968,16.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030206069,002481,035968,11.0,11.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070206111,002481,035968,10.0,11.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070206231,002481,035968,17.0,16.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030206153,002481,035968,5.0,17.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070206296,002481,035968,13.0,18.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030206224,002481,035968,9.0,19.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030206239,002481,035968,5.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030206243,002481,035968,7.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010206065,002481,035968,6.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030206273,002481,035968,3.0,21.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070207013,002481,035968,9.0,9.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030207084,002481,035968,6.0,12.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030207110,002481,035968,12.0,14.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070207074,002481,035968,11.0,15.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030207159,002481,035968,4.0,17.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070207162,002481,035968,24.0,18.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010207192,002481,035968,27.0,20.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030207219,002481,035968,13.0,20.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010208015,002481,035968,20.0,8.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070208018,002481,035968,8.0,9.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010208139,002481,035968,10.0,17.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010208234,002481,035968,16.0,20.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030208176,002481,035968,5.0,21.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030209140,002481,035968,8.0,15.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010209068,002481,035968,7.0,19.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030209246,002481,035968,7.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070209229,002481,035968,29.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
030209265,002481,035968,23.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010209108,002481,035968,3.0,21.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010209109,002481,035968,6.0,21.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010210062,002481,035968,12.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070210065,002481,035968,5.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010210069,002481,035968,28.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010210118,002481,035968,3.0,17.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070210138,002481,035968,12.0,17.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030210081,002481,035968,25.0,18.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010210167,002481,035968,10.0,20.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070210234,002481,035968,16.0,20.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030210153,002481,035968,3.0,21.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070211016,002481,035968,10.0,9.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070211018,002481,035968,11.0,9.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
070211029,002481,035968,17.0,9.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030211003,002481,035968,25.0,13.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010211238,002481,035968,4.0,19.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010211269,002481,035968,12.0,20.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030211161,002481,035968,6.0,21.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010211300,002481,035968,8.0,21.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070212020,002481,035968,13.0,9.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070212073,002481,035968,20.0,12.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
010212102,002481,035968,7.0,12.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030212023,002481,035968,18.0,14.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030212067,002481,035968,2.0,17.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030212075,002481,035968,5.0,17.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010212185,002481,035968,5.0,18.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070212145,002481,035968,8.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,1
030212117,002481,035968,18.0,19.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030212135,002481,035968,1.0,20.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030212136,002481,035968,19.0,20.0,6.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030213072,002481,035968,6.0,12.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010213010,002481,035968,8.0,13.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010213027,002481,035968,17.0,14.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030213099,002481,035968,7.0,17.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070213233,002481,035968,8.0,17.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030213116,002481,035968,7.0,18.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030213145,002481,035968,9.0,19.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070213300,002481,035968,6.0,19.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070213308,002481,035968,2.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070213311,002481,035968,7.0,20.0,0.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070214017,002481,035968,14.0,9.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070214027,002481,035968,5.0,9.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010214093,002481,035968,3.0,12.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030214002,002481,035968,21.0,13.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010214120,002481,035968,17.0,13.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030214026,002481,035968,6.0,14.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030214046,002481,035968,5.0,15.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030214049,002481,035968,14.0,15.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010214152,002481,035968,17.0,15.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030214065,002481,035968,6.0,16.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010214185,002481,035968,12.0,17.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030214122,002481,035968,23.0,21.0,1.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070215206,002481,035968,3.0,17.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070215242,002481,035968,16.0,19.0,2.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010216013,002481,035968,11.0,9.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010216032,002481,035968,7.0,9.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070216015,002481,035968,4.0,14.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070216030,002481,035968,42.0,14.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010216145,002481,035968,9.0,16.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070216061,002481,035968,2.0,17.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030216145,002481,035968,3.0,17.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030216209,002481,035968,24.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030216210,002481,035968,14.0,20.0,3.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
070217079,002481,035968,12.0,10.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030217068,002481,035968,7.0,11.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010217060,002481,035968,9.0,17.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
070217218,002481,035968,17.0,18.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,1
010217065,002481,035968,7.0,18.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030217108,002481,035968,5.0,19.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010217072,002481,035968,7.0,19.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
030217128,002481,035968,16.0,20.0,4.0,0.0,0.1663286,22.307297,0.007221433,0.16109064,0
010218105,002481,035968,2.0,12.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070218147,002481,035968,16.0,14.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
030218047,002481,035968,17.0,14.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
070218184,002481,035968,8.0,15.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
010218173,002481,035968,17.0,18.0,5.0,1.0,0.1663286,22.307297,0.007221433,0.16109064,0
