NO_BKT,antecedent,consequent,current_basket_size,hour_of_day,day_of_week,is_weekend,rule_confidence,rule_lift,antecedent_rate,interest_lift,y
050104111,004278,003280,10.0,18.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040104077,004278,003280,20.0,18.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050104123,004278,003280,8.0,19.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040105132,004278,003280,5.0,17.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040105133,004278,003280,4.0,17.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040105137,004278,003280,8.0,18.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050105125,004278,003280,8.0,18.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040105168,004278,003280,15.0,19.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050105182,004278,003280,10.0,20.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050105183,004278,003280,25.0,20.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040106138,004278,003280,9.0,17.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040106160,004278,003280,5.0,18.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
070107080,004278,003280,5.0,18.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040107113,004278,003280,7.0,19.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
070107102,004278,003280,8.0,19.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050107180,004278,003280,20.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050108037,004278,003280,6.0,10.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050108112,004278,003280,15.0,16.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050108125,004278,003280,6.0,18.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040108050,004278,003280,14.0,19.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060108162,004278,003280,7.0,20.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050110038,004278,003280,4.0,11.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050113063,004278,003280,6.0,18.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040113148,004278,003280,10.0,19.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040114071,004278,003280,3.0,17.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060114149,004278,003280,13.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060115019,004278,003280,10.0,14.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040115169,004278,003280,9.0,19.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050116011,004278,003280,11.0,9.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050117002,004278,003280,7.0,8.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060117135,004278,003280,9.0,18.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050118035,004278,003280,21.0,12.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050118168,004278,003280,10.0,19.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060120098,004278,003280,14.0,21.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050122056,004278,003280,3.0,10.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040123152,004278,003280,9.0,19.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050124141,004278,003280,4.0,17.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050124164,004278,003280,9.0,18.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040125064,004278,003280,6.0,16.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050126082,004278,003280,17.0,18.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050126110,004278,003280,9.0,20.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050126116,004278,003280,14.0,20.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050127088,004278,003280,8.0,17.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060128043,004278,003280,16.0,16.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040128088,004278,003280,4.0,18.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060129089,004278,003280,11.0,20.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050130018,004278,003280,7.0,9.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040130099,004278,003280,4.0,18.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060130175,004278,003280,19.0,20.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050130200,004278,003280,11.0,20.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050131071,004278,003280,9.0,18.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040131237,004278,003280,9.0,20.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040131249,004278,003280,14.0,20.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060131148,004278,003280,9.0,21.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040201022,004278,003280,10.0,9.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040201174,004278,003280,13.0,19.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040201178,004278,003280,14.0,19.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050202024,004278,003280,9.0,9.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050202065,004278,003280,11.0,10.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040202042,004278,003280,11.0,15.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050202201,004278,003280,8.0,17.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050202203,004278,003280,12.0,17.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040202102,004278,003280,8.0,18.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050202247,004278,003280,14.0,19.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060202251,004278,003280,13.0,20.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040203131,004278,003280,7.0,19.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050204052,004278,003280,6.0,11.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060204047,004278,003280,14.0,16.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040204218,004278,003280,11.0,18.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040204219,004278,003280,4.0,18.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060204095,004278,003280,10.0,19.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040204268,004278,003280,7.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050204251,004278,003280,6.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060204138,004278,003280,13.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040204293,004278,003280,5.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050205002,004278,003280,9.0,8.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050205021,004278,003280,25.0,9.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050205155,004278,003280,16.0,17.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050205165,004278,003280,17.0,18.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050205171,004278,003280,21.0,18.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050205174,004278,003280,8.0,18.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060205193,004278,003280,9.0,19.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040205114,004278,003280,4.0,19.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040205124,004278,003280,5.0,20.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050207002,004278,003280,14.0,8.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050207039,004278,003280,3.0,10.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050207158,004278,003280,9.0,19.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040208008,004278,003280,9.0,8.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040208138,004278,003280,18.0,19.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050208074,004278,003280,11.0,19.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060208092,004278,003280,4.0,20.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050209096,004278,003280,6.0,17.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040209048,004278,003280,10.0,19.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050210008,004278,003280,19.0,9.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040210120,004278,003280,9.0,21.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050212146,004278,003280,8.0,16.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040213035,004278,003280,6.0,15.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060213104,004278,003280,8.0,17.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050214094,004278,003280,6.0,16.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060215019,004278,003280,5.0,9.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050215029,004278,003280,6.0,10.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
040216166,004278,003280,4.0,20.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060217043,004278,003280,7.0,12.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060218049,004278,003280,5.0,13.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060218084,004278,003280,8.0,17.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060218123,004278,003280,6.0,18.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060218124,004278,003280,6.0,18.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060218170,004278,003280,7.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060218182,004278,003280,21.0,21.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050219069,004278,003280,16.0,10.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040219085,004278,003280,4.0,15.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050219159,004278,003280,5.0,17.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050221225,004278,003280,3.0,20.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060222124,004278,003280,4.0,20.0,2.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050223133,004278,003280,12.0,21.0,3.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040224017,004278,003280,15.0,14.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050224066,004278,003280,2.0,14.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050224123,004278,003280,11.0,18.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040224077,004278,003280,11.0,20.0,4.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060225020,004278,003280,16.0,10.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060225025,004278,003280,10.0,10.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050225063,004278,003280,8.0,15.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040225125,004278,003280,8.0,20.0,5.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050226120,004278,003280,3.0,14.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050226130,004278,003280,4.0,16.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050226217,004278,003280,5.0,20.0,6.0,1.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060227063,004278,003280,3.0,16.0,0.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
050228121,004278,003280,14.0,18.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,1
060228196,004278,003280,13.0,20.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
040228140,004278,003280,6.0,20.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060228206,004278,003280,9.0,20.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
050228178,004278,003280,17.0,20.0,1.0,0.0,0.32666665,100.708786,0.0021971904,0.22127637,0
060102084,003278,003277,7.0,11.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050101072,003278,003277,8.0,17.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060101106,003278,003277,10.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040102013,003278,003277,10.0,18.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050102237,003278,003277,6.0,19.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060102193,003278,003277,10.0,20.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050102268,003278,003277,15.0,20.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060103017,003278,003277,16.0,10.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060103048,003278,003277,9.0,17.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050103179,003278,003277,7.0,20.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050104111,003278,003277,10.0,18.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040104077,003278,003277,20.0,18.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040105012,003278,003277,2.0,9.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040105014,003278,003277,11.0,9.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040105099,003278,003277,5.0,16.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040105132,003278,003277,5.0,17.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050105125,003278,003277,8.0,18.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050105183,003278,003277,25.0,20.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050106050,003278,003277,16.0,13.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040106138,003278,003277,9.0,17.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040106162,003278,003277,10.0,18.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040107073,003278,003277,10.0,17.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040107113,003278,003277,7.0,19.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
070107102,003278,003277,8.0,19.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050108112,003278,003277,15.0,16.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060108114,003278,003277,8.0,17.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040108021,003278,003277,10.0,18.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050108125,003278,003277,6.0,18.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040108032,003278,003277,5.0,18.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040108043,003278,003277,15.0,18.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040110031,003278,003277,15.0,10.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060111014,003278,003277,12.0,9.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060111051,003278,003277,8.0,11.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050111042,003278,003277,2.0,11.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040111041,003278,003277,12.0,16.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040112035,003278,003277,9.0,10.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040113176,003278,003277,4.0,20.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040114093,003278,003277,7.0,19.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050115043,003278,003277,27.0,11.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050115047,003278,003277,9.0,11.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060115064,003278,003277,4.0,16.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040115169,003278,003277,9.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040115183,003278,003277,7.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050115213,003278,003277,9.0,20.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050116011,003278,003277,11.0,9.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050117002,003278,003277,7.0,8.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050117102,003278,003277,5.0,17.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050117107,003278,003277,3.0,17.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060117135,003278,003277,9.0,18.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050118035,003278,003277,21.0,12.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050118090,003278,003277,7.0,16.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050118140,003278,003277,7.0,18.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050118156,003278,003277,4.0,18.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050118207,003278,003277,6.0,20.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050122007,003278,003277,4.0,8.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050122119,003278,003277,5.0,14.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040122074,003278,003277,9.0,16.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060122137,003278,003277,6.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040123152,003278,003277,9.0,19.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040123166,003278,003277,3.0,20.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060125085,003278,003277,8.0,21.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050128045,003278,003277,24.0,10.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060128043,003278,003277,16.0,16.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060128050,003278,003277,4.0,16.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060128052,003278,003277,8.0,17.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050129032,003278,003277,12.0,10.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050129137,003278,003277,16.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060129089,003278,003277,11.0,20.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050130018,003278,003277,7.0,9.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040130124,003278,003277,5.0,19.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060131007,003278,003277,10.0,13.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040131249,003278,003277,14.0,20.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060131148,003278,003277,9.0,21.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040201022,003278,003277,10.0,9.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050201018,003278,003277,7.0,9.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050201141,003278,003277,9.0,16.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040201174,003278,003277,13.0,19.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040201178,003278,003277,14.0,19.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060201065,003278,003277,10.0,20.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040201231,003278,003277,8.0,21.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050202201,003278,003277,8.0,17.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050202203,003278,003277,12.0,17.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040202102,003278,003277,8.0,18.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060202241,003278,003277,9.0,20.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060202251,003278,003277,13.0,20.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040202165,003278,003277,3.0,20.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040203031,003278,003277,8.0,9.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050204052,003278,003277,6.0,11.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060204075,003278,003277,4.0,18.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050204251,003278,003277,6.0,20.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060204149,003278,003277,15.0,21.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050205002,003278,003277,9.0,8.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060205114,003278,003277,5.0,16.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060205147,003278,003277,5.0,18.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060205168,003278,003277,7.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060205193,003278,003277,9.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040206018,003278,003277,7.0,9.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040206043,003278,003277,2.0,11.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040206067,003278,003277,2.0,13.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050206070,003278,003277,6.0,13.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050206091,003278,003277,3.0,14.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050206095,003278,003277,8.0,14.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040206086,003278,003277,3.0,18.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050207002,003278,003277,14.0,8.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040207095,003278,003277,6.0,20.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040208008,003278,003277,9.0,8.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040208052,003278,003277,8.0,11.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050208074,003278,003277,11.0,19.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050209096,003278,003277,6.0,17.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040209048,003278,003277,10.0,19.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050210008,003278,003277,19.0,9.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050210071,003278,003277,3.0,12.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060210056,003278,003277,15.0,16.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050210150,003278,003277,9.0,20.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040211009,003278,003277,12.0,9.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060211033,003278,003277,5.0,16.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050212136,003278,003277,8.0,15.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060212065,003278,003277,10.0,17.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060213014,003278,003277,11.0,9.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050213047,003278,003277,8.0,10.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060213097,003278,003277,7.0,17.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
060213146,003278,003277,7.0,20.0,0.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040214068,003278,003277,2.0,18.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040214089,003278,003277,4.0,18.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060215019,003278,003277,5.0,9.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050215029,003278,003277,6.0,10.0,2.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040216166,003278,003277,4.0,20.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050218146,003278,003277,4.0,20.0,5.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050219078,003278,003277,6.0,10.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,0
040219154,003278,003277,10.0,19.0,6.0,1.0,0.40666667,130.45482,0.0021971904,0.2866341,1
050221225,003278,003277,3.0,20.0,1.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050223072,003278,003277,8.0,17.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
060223062,003278,003277,14.0,21.0,3.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,1
040224017,003278,003277,15.0,14.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
050224123,003278,003277,11.0,18.0,4.0,0.0,0.40666667,130.45482,0.0021971904,0.2866341,0
